pid,title,language,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-06-002,SHA-06-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.7 by 9.9,late 1960s,"Khartoum, Khartoum Cultural Club","Stokeley Carmichael visiting with members of ""Jazz Club Number 1""",,yes,yes,yes
SHA-06-003,SHA-06-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.5 by 14.3,late 1970s,"Khartoum, Sports Park",Shihab Sharhabil and school children,,yes,no,no
SHA-06-004,SHA-06-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.9 by 12.6,1971-1972,Khartoum,"Drummer in Sharhabil Ahmed's band, Ethiopian-Sudanese, named 'Adil",,yes,no,no
SHA-06-005,SHA-06-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 12.6,1980s,Khartoum,Hamid Osman,,yes,no,no
SHA-06-006,SHA-06-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 12.6,1980s,Khartoum,Ali Yagoub Kabashi,,yes,no,no
SHA-06-007,SHA-06-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 13,March 1982,Khartoum,Sharhabil Ahmed and his band,,yes,no,no
SHA-06-008,SHA-06-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 18.3,1970s,Khartoum,Sharhabil Ahmed with government officials,,yes,no,no
SHA-07-001,SHA-07-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,poster 20.2 by 29.7,1977,Khartoum,Announcement of Sharhabil Ahmed performance before the Civil Aviation department,,yes,yes,yes
SHA-07-002,SHA-07-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.9 by 16.7,8/9/1977,"Khartoum, Civil Aviation Club",Audience at Sharhabil Ahmed concert,,yes,no,no
SHA-07-003,SHA-07-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.6 by 16.8,7/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and Radio Announcer Faisal at concert,,yes,no,no
SHA-07-004,SHA-07-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.2 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed members of his band and radio announcer Faisal at concert,,yes,no,no
SHA-07-005,SHA-07-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and another person at concert,,yes,no,no
SHA-07-006,SHA-07-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,7/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and Faisal at concert,,yes,no,no
SHA-07-007,SHA-07-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and another person at concert,,yes,no,no
SHA-07-008,SHA-07-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed ,,yes,no,no
SHA-07-009,SHA-07-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed with someone else,,yes,no,no
SHA-07-010,SHA-07-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed Kamil Hussain and 'Ali Yagoub Kabashi performing,,yes,no,no
SHA-08-001,SHA-08-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Salah Sennar City,photograph 8.6 by 13.5,6/12/1964,Sennar,Mahdi 'Ali Kamil Hussain Sharhabil Ahmed and a fan,,yes,no,no
SHA-08-002,SHA-08-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.3 by 20.3,1971-1972,"Khartoum, New Saint James",Sharhabil Ahmed's band,,yes,no,no
SHA-08-003,SHA-08-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.3 by 20.3,1971-1972,"Khartoum, New Saint James",Sharhabil Ahmed and his band,,yes,yes,yes
SHA-09-001,SHA-09-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.5 by 8.9,1964,southern sudan,Sharhabil Ahmed's band and others in front of a bus,,yes,no,no
SHA-09-002,SHA-09-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and fans,,yes,no,no
SHA-09-003,SHA-09-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-004,SHA-09-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil ِAhmed's band and others,,yes,no,no
SHA-09-005,SHA-09-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil ِAhmed's band and others,,yes,no,no
SHA-09-006,SHA-09-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.2 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-007,SHA-09-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,Malakal,Ahmed Ibrahim Daoud,,yes,no,no
SHA-09-008,SHA-09-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
