pid,title,language,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-16-015,SHA-16-015,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,فرقة شرحبيل احمد,,yes,no,no
SHA-16-016,SHA-16-016,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-017,SHA-16-017,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2002-2004,مصر، القاهرة,شرحبيل احمد بالعود,,yes,no,no
SHA-16-018,SHA-16-018,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد في الحفل,,yes,no,no
SHA-16-019,SHA-16-019,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد,,yes,no,no
SHA-16-020,SHA-16-020,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-021,SHA-16-021,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.5 by 17.8,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-022,SHA-16-022,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.9,late 1950s,الخرطوم,شرحبيل احمد وشخصان اخران في بيت مسز بيكون,,yes,no,no
SHA-16-023,SHA-16-023,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.7,1972,مصر، القاهرة، ميدان التحرير,شرحبيل احمد وسيد احمد وافر كاثو,,yes,no,no
SHA-16-024,SHA-16-024,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.9,1957-1958,مصر، المنوفية، سرس الليان,شرحبيل احمد والمنعم نجار واخرون,,yes,no,no
SHA-16-025,SHA-16-025,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 9.6,1957-1959,مصر، المنوفية، سرس الليان,شرحبيل احمد وزملائه ,,yes,yes,yes
SHA-17-001,SHA-17-001,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,عبد العزيز محمد داؤود في المسرح,,yes,no,no
SHA-17-002,SHA-17-002,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,المسؤولان الكويتي,,yes,no,no
SHA-17-003,SHA-17-003,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال بعد الحفلة ,,yes,no,no
SHA-17-004,SHA-17-004,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال من ضمنهم علاء الدين حمزه ومحمد دفع الله واحمد حسن جمعه,,yes,no,no
SHA-17-005,SHA-17-005,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مرغني المأمون واحمد حسن حمعه تسجيل في الاذاعة الكويتية,,yes,yes,yes
SHA-17-006,SHA-17-006,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,احمد حسن جمعه,,yes,no,no
SHA-17-007,SHA-17-007,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,فنان يعزف مع احمد حسن جمعه ,,yes,no,no
SHA-17-008,SHA-17-008,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,جمهور في حفل مرغني المأمون واحمد حسن جمعه,,yes,no,no
SHA-17-009,SHA-17-009,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,احمد المصطفى بالعود,,yes,no,no
SHA-17-010,SHA-17-010,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,عبد العزيز محمد داؤود ومغني كويتي,,yes,no,no
SHA-17-011,SHA-17-011,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,جمهور من الكويتيين,,yes,no,no
SHA-17-012,SHA-17-012,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,مسؤولي كويتي,,yes,no,no
SHA-17-013,SHA-17-013,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,سيد خليفة على اذاعة كويتية,,yes,no,no
SHA-17-014,SHA-17-014,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 12 by 16.8,1964,الكويت,احمد الشريف الحبيب قائد الجنود السودانيون المرابطون في الكويت,,yes,no,no
SHA-17-015,SHA-17-015,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 18.1,1964,الكويت,مرغني المأمون واحمد حسن جمعه في اذاعة الكويتية,,yes,no,no
